ID,Stufe,Priorität,Abschnitt,Kurzbeschreibung,Issue,Modul,Tests,Status
F-PRG-050,V1,MUSS,"8.6 Prognose, Disposition und Kapazität","Bei wenigen oder fehlenden Tagesmesswerten verwendet das System einen nachvollziehbaren Kaltstart aus Stammdaten und historischen Parametern, ohne die Prognose als hochsicher da…",,BP-06,Unit Prognose/Disposition + Performance 1.000 Tickets/300 Umläufe + E2E Verzögerungskaskade,umgesetzt
F-PRG-060,V1,SOLL,"8.6 Prognose, Disposition und Kapazität","Wetter-, Flugshow- und andere Unterbrechungsdauern wirken aktuell, werden aber nicht als Normaldauer gelernt.",,BP-06,ADR-0028 + Domain referenzverankerte Ausreißerfolge + Worker-Ausschluss überlappender Unterbrechungen + weiche Flugshow-/Wetterfenster + forecast-sample-policy-v1.md,in Arbeit
F-PRG-070,V1,MUSS,"8.6 Prognose, Disposition und Kapazität","Interne Rollen sehen konkrete Prognosezeitpunkte für Boarding, Start, Landung und Abschluss sowie die zugrunde liegende Unsicherheit.",,BP-06,Unit Prognose/Disposition + Performance 1.000 Tickets/300 Umläufe + E2E Verzögerungskaskade,umgesetzt
F-PRG-080,V1,MUSS,"8.6 Prognose, Disposition und Kapazität",Gegenüber Gästen werden Countdown oder Zeitfenster kommuniziert. Eine einzelne exakte Uhrzeit darf nicht als feste Zusage erscheinen; ein ungefähres Uhrzeitfenster ist zulässig.,,BP-06,Strikte öffentliche Verträge ohne exakte Prognosezeit + Integration Ticketstatus/FIDS + Unit Unterdrückung öffentlicher Fenster über 60 Minuten als Wird aktualisiert,umgesetzt
F-PRG-090,V1,SOLL,"8.6 Prognose, Disposition und Kapazität","Jede Prognose besitzt eine Qualitäts- oder Unsicherheitsangabe, z. B. hoch/mittel/gering oder ein Zeitintervall. Weit entfernte Fluggruppen erhalten breitere Intervalle.",,BP-06,ADR-0028 + Unit gekoppelte Varianzaggregation und Prognosequalität STABLE/CHANGING/UNCERTAIN + Contract-/Operations-DTO mit Qualitätsangabe und Zeitfenster,umgesetzt
F-PRG-100,V1,MUSS,"8.6 Prognose, Disposition und Kapazität",Das System erkennt Verspätungen und ungeplante Verlängerungen anhand ausbleibender Ereignisse und gemessener Abweichungen und aktualisiert den Folgeplan ohne manuelle Zeitkorrek…,,BP-06,Unit Prognose/Disposition: gemessene Ist-Dauern werden gewichtet; überfälliger Start Landung oder Abschluss wird auf Jetzt fortgeschrieben und verschiebt alle Folgemeilensteine; Worker-Anbindung und Mehrgeräte-Forecast-Konvergenz,umgesetzt
F-PRG-110,V1,MUSS,"8.6 Prognose, Disposition und Kapazität",Ungebundene Gruppen dürfen auf frühere kompatible Flugzeuge geplant werden; ab bestätigter Belegung nur menschlich.,,BP-06,ADR-0028 + Domain früheste gekoppelte Verfügbarkeitsbahn + flugzeugzentrierte Auswahl + paralleler GO-TO-GATE-Batch ohne Flugzeugbindung + keine automatische Änderung nach bestätigter Belegung,in Arbeit
F-PRG-120,V1,SOLL,"8.6 Prognose, Disposition und Kapazität","Prognose-Snapshots werden zu definierten Zeitpunkten gespeichert, damit Prognosegüte und Entwicklung nach dem Event ausgewertet werden können.",,BP-06,Architekturtest: Snapshot nach jedem erfolgreich persistierten Kommando mit Eventversion Qualität Intervall und vier Prognosezeitpunkten; D1-Update/Delete-Sperren; portable Sicherung; docs/architecture/forecast-snapshots-v1.md,umgesetzt
F-PRG-130,V1,MUSS,"8.6 Prognose, Disposition und Kapazität","Operative Eingriffe erfolgen grundsätzlich über reale Zustände und Ereignisse wie Pause, Tanken, Blockierung oder Wetterunterbrechung. Das direkte Überschreiben einzelner Folgez…",,BP-06,ADR-0028 + Contract-Negativtests ohne Prognose-Override + weicher Plan startet/endet nie automatisch + auditierte menschliche Bestätigung vorhandener Zustandskommandos,umgesetzt
F-KAP-010,V1,MUSS,"8.6 Prognose, Disposition und Kapazität","Das System berechnet laufend die realistisch verbleibende Kapazität je Produkt und Ressourcengruppe aus aktiven Flugzeugen, Prognosedauern, verbleibender Betriebszeit, offenen T…",,BP-06,Unit capacity + Integration Operations-API/Verkaufswächter,umgesetzt
F-KAP-020,V1,MUSS,"8.6 Prognose, Disposition und Kapazität",Kapazitätsampel je Produkt und Ressourcengruppe mit konfigurierbaren Schwellwerten; sichtbar an Kasse und Administration. Farben werden stets durch Text oder Symbol ergänzt.,,BP-06,Unit capacity + Contract OperationBoard + UI Kasse/Admin,umgesetzt
F-KAP-030,V1,MUSS,"8.6 Prognose, Disposition und Kapazität",Harter Verkaufsschluss zu einer konfigurierbaren Uhrzeit mit rechtzeitiger Vorwarnung. Er wirkt zusätzlich zur dynamischen Kapazitätsentscheidung.,,BP-06,Unit sale guard + Integration CONFIGURE_PRODUCT_SALES + UI Warnung,umgesetzt
F-KAP-040,V1,MUSS,"8.6 Prognose, Disposition und Kapazität",Produkte und Ressourcengruppen können live auf verkaufbar beziehungsweise nicht verkaufbar gesetzt werden; jede Änderung wird protokolliert.,,BP-06,Unit Rollen + Integration Produkt-/Ressourcengruppenkommando/Audit/Idempotenz,umgesetzt
F-KAP-050,V1,SOLL,"8.6 Prognose, Disposition und Kapazität","Die Kasse erhält eine konkrete, vorsichtige Verkaufsempfehlung je Produkt, einschließlich Restplätzen und Prognosefenster.",,BP-06,Unit capacity/forecast + Contract OperationBoard + UI Kasse,umgesetzt
F-KAP-060,V1,SOLL,"8.6 Prognose, Disposition und Kapazität",Bei geringer Prognosequalität muss die Verkaufsempfehlung konservativer ausfallen oder eine manuelle Freigabe verlangen.,,BP-06,Unit Qualitätsfaktor/Schwellen + Integration Verkaufswächter,umgesetzt
F-WET-010,V1,MUSS,"8.7 Wetter, Betriebsunterbrechung und Notfallmodus","Globale oder ressourcengruppenspezifische Wetter- und Betriebshinweise können gesetzt werden und erscheinen auf Bediengeräten, Monitoren und Status-Seiten. Ein Hinweis löst nich…",,BP-08,Contract/Rollen + Integration globaler/Gruppenhinweis/Audit/Public DTO + Browser Kasse/Flight Line/FIDS/Ticket/Admin,umgesetzt
F-WET-020,V1,MUSS,"8.7 Wetter, Betriebsunterbrechung und Notfallmodus","Flugbetrieb unterbrochen ist je Flugzeug, Ressourcengruppe oder gesamter Veranstaltung setzbar. Nicht betroffene Ressourcen laufen unverändert weiter.",,BP-08,Unit Rollen/Sale Guard + Integration Flugzeug/Gruppe/Event-Kapazität/NEXT/Audit + Browser Kasse,umgesetzt
F-WET-030,V1,MUSS,"8.7 Wetter, Betriebsunterbrechung und Notfallmodus","Hinweise, Unterbrechungen und deren Aufhebung werden mit Zeitstempel und auslösendem Gerät protokolliert.",,BP-08,Integration Event-/Gruppen-/Flugzeughinweis und Blockierung mit Gerät/Zeit/Audit,umgesetzt
F-WET-040,V1,SOLL,"8.7 Wetter, Betriebsunterbrechung und Notfallmodus",Für organisatorische Zwecke darf eine unverbindliche erwartete Mindestdauer oder ein Prüfzeitpunkt der Unterbrechung erfasst werden. Dies ist keine direkte manuelle Korrektur ei…,,BP-08,ADR-0028 + Contract expectedReviewAt und weiches Start-/Dauerfenster + Integration Event/Ressourcengruppe/Flugzeug-Block/Audit ohne Folgezeitüberschreibung,umgesetzt
F-NOT-010,V1,MUSS,"8.7 Wetter, Betriebsunterbrechung und Notfallmodus","Administrator, Leiter Flight Line und Flight Director können den Notfallmodus in maximal zwei Interaktionen auslösen.",,BP-08,Domain-Rollentest + E2E Leiterkommando + Browser Flight Line zwei Interaktionen,umgesetzt
F-NOT-020,V1,MUSS,"8.7 Wetter, Betriebsunterbrechung und Notfallmodus","Der Notfallmodus sperrt sofort Verkauf und neue Aufrufe, schaltet öffentliche Anzeigen auf neutralen Inhalt und kennzeichnet alle Bediengeräte deutlich.",,BP-08,E2E Verkauf/Aufruf/Public DTO + Browser globaler Notfallhinweis,umgesetzt
F-NOT-030,V1,MUSS,"8.7 Wetter, Betriebsunterbrechung und Notfallmodus",Laufende Flüge bleiben unverändert und können weiter mit GELANDET und ABGESCHLOSSEN dokumentiert werden.,,BP-08,E2E laufender Flug über GELANDET bis ABGESCHLOSSEN im Notfallmodus,umgesetzt
F-NOT-040,V1,MUSS,"8.7 Wetter, Betriebsunterbrechung und Notfallmodus",Das Aufheben des Notfallmodus erfordert die Administrator-PIN. Auslösung und Aufhebung werden protokolliert.,,BP-08,E2E falsche Rolle/PIN + Admin-Aufhebung + append-only Ledger,umgesetzt
F-MON-010,V1,MUSS,"8.8 Besucher-, FIDS- und Boardinganzeigen",Standard- und Terminal-FIDS zeigen denselben Stand; DEPARTED-Zeilen verschwinden nach konfigurierbarer Nachlaufzeit.,,BP-07,ADR-0009 und ADR-0022 + gemeinsamer PublicBoard-Vertrag + öffentliche G-Kennung + UI-/Browser-Nachlaufprüfung + lokale Simulator-FIDS-Projektion,umgesetzt
F-MON-020,V1,MUSS,"8.8 Besucher-, FIDS- und Boardinganzeigen","Der Boardingmonitor zeigt mehrere kommende Fluggruppen, Ticketnummern, Gate und nach Zuordnung das Flugzeug sowie eine Flottenstatuszeile.",,BP-07,E2E öffentliche Ticketlabels/Flugzeug/Flottenstatus + Browser Kiosk,umgesetzt
F-MON-030,V1,MUSS,"8.8 Besucher-, FIDS- und Boardinganzeigen","Monitore laufen im Vollbild-Kioskmodus, aktualisieren sich in Echtzeit, verbinden sich automatisch neu und benötigen während des Veranstaltungstags keinen manuellen Eingriff.",,BP-07,WebSocket-Reconnect/Poll-Fallback + persistente Event-/Gate-/Profilbindung + Kiosk-Runbook/Browser + synchrones lokales Simulator-Pop-out,umgesetzt
F-MON-040,V1,MUSS,"8.8 Besucher-, FIDS- und Boardinganzeigen","Personenbezogene Daten auf Monitoren sind ausgeschlossen. Angezeigt werden nur Ticket-/Fluggruppenkennungen, Produkte, Gates, Status und Betriebsinformationen.",,BP-07,E2E keine privaten Ticketcodes/Pilotendaten + Public-DTO-Contract + synthetische G-SIM-Projektionsprüfung,umgesetzt
F-MON-050,V1,MUSS,"8.8 Besucher-, FIDS- und Boardinganzeigen",Im Notfallmodus zeigen alle öffentlichen Monitore unverzüglich einen neutralen Hinweis ohne Aufrufe.,,BP-07,E2E FIDS ohne Gruppen + Ticketstatus SERVICE_PAUSED ohne Aufruf/Wartezeit,umgesetzt
F-MON-060,V1,MUSS,"8.8 Besucher-, FIDS- und Boardinganzeigen","Deutsches Standardprofil und vollständig englisches Terminalprofil mit WAITING, GO TO GATE, BOARDING, DELAYED und DEPARTED.",,BP-07,ADR-0009 + UI-Test beider direkt adressierbarer Profile und aller englischen Begriffe + Browser 16:9,umgesetzt
F-MON-070,V1,MUSS,"8.8 Besucher-, FIDS- und Boardinganzeigen","Statusfarben sind systemweit einheitlich, werden aber stets zusätzlich durch Text oder Symbol erläutert.",,BP-07,Gemeinsamer FIDS-Präsentationskern mit ausgeschriebenem Text und Symbolen + Browser Produktion/Simulator Desktop/schmal,umgesetzt
F-MON-080,V2,SOLL,"8.8 Besucher-, FIDS- und Boardinganzeigen","Die Anzeige kann je Gate, Flight Line oder Ressourcengruppe gefiltert werden; der parallele Mehr-Gate-Betrieb der Bedienoberfläche folgt in V2.",,BP-07,Gate-Anzeigefilter + Display-Kopplungstest für Veranstaltung/Gate/Profil,in Arbeit
F-BEN-010,V1,MUSS,8.9 Gastinformation und Benachrichtigung,"Jedes Ticket verlinkt per QR-Code auf eine öffentliche Status-Seite ohne Anmeldung. Sie zeigt Produkt, Fluggruppe, öffentlichen Status, verbleibende Wartezeit beziehungsweise Ze…",,BP-07,E2E QR-Ticketstatus ohne Login/Prognosefenster + Browser Desktop/mobil/live,umgesetzt
F-BEN-020,V1,MUSS,8.9 Gastinformation und Benachrichtigung,"Gäste können Web-Push-Benachrichtigungen je Ticket aktivieren, ohne App-Installation und ohne Telefonnummer.",,BP-07,"ADR-0024 + Unit iOS/Standalone + E2E Manifest-Startpfad, Zieltyp, Einwilligung und Widerruf; iOS-Originalhardware gemäß public-status-ios-v1.8.md ausstehend",umgesetzt
F-BEN-030,V1,MUSS,8.9 Gastinformation und Benachrichtigung,"Regelmäßiges adaptives GO TO GATE; Gate-Wartezeit und Qualität sind weiche Ziele, Belegung bleibt menschlich bestätigt.",,BP-07,ADR-0012 + Domain selectAutomaticPrecalls + Dreierbatch in verify_automatic_precall.mjs + exakt drei Audit-/Outbox-Einträge + Simulator-Zeitachse und Live-FIDS + Browser,in Arbeit
F-BEN-040,V1,MUSS,8.9 Gastinformation und Benachrichtigung,Benachrichtigungen können alternativ an der Kasse für die Ticketnummer aktiviert werden.,,BP-07,Kassen-QR öffnet ticketbezogene Aktivierung im Gastbrowser + Betriebsnachweis,umgesetzt
F-BEN-050,V2,SOLL,8.9 Gastinformation und Benachrichtigung,"SMS als zusätzlicher Kanal über einen externen Versanddienst mit Warteschlange, Wiederholung und sichtbarem Versandstatus.",,BP-07,Integration öffentliche DTOs/Consent + E2E Ticketstatus/FIDS/Push + Security Enumeration,geplant
F-BEN-060,V2,MUSS,8.9 Gastinformation und Benachrichtigung,Telefon-/Messenger-Einwilligung erst bei späterer Kanalerweiterung; V1 bleibt telefonnummernfrei.,,BP-07,ADR-0006 keine Telefon-/Messenger-Erfassung + E2E explizite Web-Push-Einwilligung,umgesetzt
F-BEN-070,V2,SOLL,8.9 Gastinformation und Benachrichtigung,"Bei relevanten Änderungen wie erheblicher Verschiebung, Unterbrechung, Gate-Wechsel oder Notfallmodus werden betroffene registrierte Gäste informiert.",,BP-07,Integration öffentliche DTOs/Consent + E2E Ticketstatus/FIDS/Push + Security Enumeration,geplant
F-BEN-080,V3,KANN,8.9 Gastinformation und Benachrichtigung,WhatsApp oder vergleichbarer Messenger über eine offizielle Business-Schnittstelle mit dokumentierter Einwilligung.,,BP-07,Integration öffentliche DTOs/Consent + E2E Ticketstatus/FIDS/Push + Security Enumeration,geplant
F-BEN-090,V1,MUSS,8.9 Gastinformation und Benachrichtigung,Handlungsorientierte öffentliche Zustände mit Bitte zum Gate sowie englischer Terminalabbildung.,,BP-07,Public-DTO-Enum + gemeinsame Statusabbildung für WARTEN/GO TO GATE/BOARDING/OFF-BLOCK/ON-BLOCK/ABGESCHLOSSEN/VERZÖGERT mit Symbol- und Copy-Unit-Test + Browser Hell/Dunkel,umgesetzt
F-BEN-100,V1,MUSS,8.9 Gastinformation und Benachrichtigung,Bei unsicherer oder unterbrochener Prognose zeigt die Status-Seite einen ehrlichen Hinweis statt eines scheinbar präzisen Countdowns.,,BP-07,Unit keine Vorbereitung bei Unsicherheit + E2E Unterbrechung/Notfall ohne Countdown,umgesetzt
F-HIS-010,V1,MUSS,"8.10 Historie, Protokoll und Auswertung","Flüge, Fluggruppen und Tickets werden dauerhaft gespeichert und sind nach Datum, Flugzeug, Pilot, Produkt, Ressourcengruppe, Slotnummer, Ticket und Status filterbar.",,BP-10,Vertragstest Filter/Pagination + SQL-Bindungstest + Integration Ticketkorrektur mit gelösten Zuordnungen/Berechtigung/Zeitraum,umgesetzt
F-HIS-020,V1,MUSS,"8.10 Historie, Protokoll und Auswertung","Unveränderliches, nur anfügendes Ereignisprotokoll mindestens für Verkauf, Storno, Umbuchung, Aufruf, Check-in, IM FLUG, GELANDET, ABGESCHLOSSEN, Zurückstellung, No-Show, Pilot-…",,BP-10,Architekturtest erzwingt alle Mindest-Ereignistypen und D1-Update/Delete-Sperrtrigger sowie verbotene Ledger-Mutationen; Integrationen Vertical Slice Ticketkorrektur Zurückstellung Flotte Stammdaten Notfall und Historien-API belegen Erzeugung/Abruf,umgesetzt
F-HIS-030,V1,SOLL,"8.10 Historie, Protokoll und Auswertung","Tagesbericht mit Flügen, Passagierzahlen, Prozess- und Wartezeiten sowie Ticket-Zählbericht je Produkt ohne Zahlungsdaten.",,BP-10,Format-Unit-Test + E2E Tagesabschluss ohne Zahlungsfelder in CSV und PDF,in Arbeit
F-HIS-040,V1,MUSS,"8.10 Historie, Protokoll und Auswertung",CSV-Export der fachlichen Rohdaten für Vereinsabrechnung und eigene Auswertungen.,,BP-10,GET exports/tickets.csv + Browser Admin + docs/operations/reports.md,umgesetzt
F-HIS-050,V2,SOLL,"8.10 Historie, Protokoll und Auswertung","Statistik-Dashboard über mehrere Veranstaltungen mit Durchsatz, Auslastung, Wartezeit und Prognosegüte.",,BP-10,Integration Historie/Export/Löschung + E2E Tagesabschluss,geplant
F-HIS-060,V1,SOLL,"8.10 Historie, Protokoll und Auswertung","Prognose-Snapshots und zugehörige Ist-Ergebnisse sind auswertbar, insbesondere Abweichung von Boarding-, Start- und Abschlussprognose.",,BP-10,Vertrag + gebundene/paginierte Historienabfrage + E2E Prognose-Ist-Abweichung für Boarding/Start/Landung/Abschluss + lokaler Wellenprofil-Simulator mit getrennten Tageszeiten und 25-Seed-Baseline,umgesetzt
F-HIS-070,V1,MUSS,"8.10 Historie, Protokoll und Auswertung","Kennzahlen wie Boardingdauer, Flugzeit, Bodenzeit, Umlaufzeit und Wartezeit besitzen im System eindeutige, dokumentierte Start- und Endereignisse.",,BP-10,docs/operations/metrics.md + Integration Ist-Ereignisse/Dashboard/Tageslauf,umgesetzt
F-ADM-010,V1,MUSS,8.11 Administration und Geräteverwaltung,Nur fachliche Planwerte und Aktivierung des adaptiven Voraufrufs; keine reguläre Pflege technischer Einzelschwellen.,,BP-10,ADR-0012 + kompatibler Vertrag + reduzierte Admin-Oberfläche + Browser,in Arbeit
F-ADM-020,V1,MUSS,8.11 Administration und Geräteverwaltung,"Stammdaten für Produkte, Ressourcengruppen, Flugzeuge, Pilotencodes und Gates; Zuordnung direkt an der Ressourcengruppe.",,BP-10,ADR-0008 + Migration 0040 Kurzzeichen + Integration Stammdaten/Audit + Browser kompakte Listen-/Editoransicht,in Arbeit
F-ADM-030,V1,MUSS,8.11 Administration und Geräteverwaltung,Gerätekopplung ohne persönliche Helferkonten: Der Administrator koppelt ein Gerät per QR-Code mit einer festen Rolle für die Veranstaltung. Kopplungen sind einzeln widerrufbar.,,BP-02,Unit Rollen/Verträge + Integration QR-Kopplung/Widerruf/PIN/Idempotenz + Browser Pairing,umgesetzt
F-ADM-040,V1,SOLL,8.11 Administration und Geräteverwaltung,"Geräteübersicht mit Rolle, Online-Status, letztem Kontakt und, soweit verfügbar, Akkustand.",,BP-02,Integration geschützte Geräteübersicht/Last-Seen + Browser Admin,umgesetzt
F-ADM-050,V1,MUSS,8.11 Administration und Geräteverwaltung,"Kritische Aktionen wie Storno, Aufheben des Notfallmodus, Löschen von Stammdaten und wesentliche Live-Konfigurationsänderungen erfordern eine Administrator-PIN.",,BP-02,Contract PIN-Pflicht + Integration falsche/richtige PIN und unveränderte Version + UI Kasse/Admin,umgesetzt
F-ADM-060,V1,SOLL,8.11 Administration und Geräteverwaltung,Kompakte Administrationsübersicht ohne Umsatzdaten; operative Flottensteuerung liegt beim Flight Director.,,BP-10,ADR-0009 + Contract OperationBoard.metrics + Browser Admin/Flight Director,in Arbeit
F-ADM-070,V2,KANN,8.11 Administration und Geräteverwaltung,Trainingsmodus mit Beispieldaten und vollständiger Rücksetzung; Trainingsdaten dürfen nicht in Auswertungen einfließen.,,BP-10,Integration Historie/Export/Löschung + E2E Tagesabschluss,geplant
F-ADM-080,V1,MUSS,8.11 Administration und Geräteverwaltung,Verwaltung mehrerer Veranstaltungen mit eventübergreifender Stammdatenbibliothek und Kopie einer Vorveranstaltung als Vorlage.,,BP-10,Authentifizierter Veranstaltungskatalog + explizite validierte Auswahl + Kopie/Archivierung,umgesetzt
F-ADM-090,V1,SOLL,8.11 Administration und Geräteverwaltung,"Dashboard Flight Director als primär lesende Gesamtsicht mit offenen Tickets, Ressourcenstatus, laufenden Flügen, Kapazität, Prognosen und Not-Halt.",,BP-10,Rollen-DTO + Read-only-Banner/Serverautorisierung + Browser Flight Director/Admin,umgesetzt
F-ADM-100,V1,MUSS,8.11 Administration und Geräteverwaltung,Die Administration verhindert technisch ungültige Ressourcengruppen-Zuordnungen und zeigt Konflikte vor dem Speichern verständlich an.,,BP-03,Unit Invarianten + Integration Stammdaten/Constraints,umgesetzt
F-INT-010,V1,MUSS,8.12 Schnittstellen und spätere Erweiterungen,"Die Architektur stellt eine dokumentierte interne Schnittstelle für Ereignisse und Statusabfragen bereit, damit spätere Datenquellen ohne Neuentwicklung des Kerns angebunden wer…",,BP-02,Dokumentierter typisierter Kommando-/Status-/Realtime-Vertrag + Adaptergrenze,umgesetzt
F-INT-020,V3,KANN,8.12 Schnittstellen und spätere Erweiterungen,"ADS-B- oder Flugbewegungsmonitoring zur Plausibilisierung von Start, Landung und ETA.",,BP-02,Unit Domänenverträge + Integration Autorisierung/Idempotenz/Concurrency + Reconnect,geplant
F-INT-030,V3,KANN,8.12 Schnittstellen und spätere Erweiterungen,Automatische Erkennung von Start und Landung als Vorschlag oder konfigurierbare automatische Ereignisquelle.,,BP-02,Unit Domänenverträge + Integration Autorisierung/Idempotenz/Concurrency + Reconnect,geplant
F-INT-040,V3,KANN,8.12 Schnittstellen und spätere Erweiterungen,"Digitale Passagierlisten werden, falls erforderlich, als separates Modul mit eigener Berechtigung, Rechtsgrundlage und Löschfrist umgesetzt; keine stillschweigende Erweiterung d…",,BP-02,Unit Domänenverträge + Integration Autorisierung/Idempotenz/Concurrency + Reconnect,geplant
F-INT-050,V3,KANN,8.12 Schnittstellen und spätere Erweiterungen,Online-Vorverkauf mit Kontingentsteuerung bleibt optional und darf den Vor-Ort-Regelbetrieb nicht voraussetzen.,,BP-02,Unit Domänenverträge + Integration Autorisierung/Idempotenz/Concurrency + Reconnect,geplant
F-INT-060,V4,KANN,8.12 Schnittstellen und spätere Erweiterungen,Mehrere Flugplätze und Mandantenfähigkeit für mehrere Veranstalter.,,BP-02,Unit Domänenverträge + Integration Autorisierung/Idempotenz/Concurrency + Reconnect,geplant
F-INT-070,V1,MUSS,8.12 Schnittstellen und spätere Erweiterungen,Parallele Geräte mit versionierten Kommandos und anonymen auslaufenden Flight Line-Betreuungsreservierungen.,,BP-02,ADR-0009/0025 + Migration 0033 + Fleet-Integration für zwei unabhängige Flugzeugkommandos vom selben Eventstand sowie stale-same-aggregate-Konflikt; session-only Flight Line-Tests,umgesetzt
D-010,V1,MUSS,9 Datenanforderungen,"Flugzeug mit Pilotencode, Live-Status, optionaler Pausendauer und aktiver Ressourcengruppe.",,BP-03,Migration Pause + Unit Invarianten + Integration Stammdaten/Constraints,in Arbeit
D-015,V1,MUSS,9 Datenanforderungen,Ressourcengruppe mit aktiven Flugzeugzuordnungen und daraus abgeleiteter Kapazitätsspanne.,,BP-03,ADR-0008 + Unit abgeleitete Kapazität + Integration Stammdaten/Constraints,umgesetzt
D-016,V1,MUSS,9 Datenanforderungen,"Ressourcengruppen-Zuordnung: Flugzeug, Ressourcengruppe, gültig ab/bis, aktiv, Änderungsgrund und Protokollbezug.",,BP-03,Unit Invarianten + Integration Stammdaten/Constraints,umgesetzt
D-020,V1,MUSS,9 Datenanforderungen,"Produkt mit Preis, genau einer Ressourcengruppe und Verkaufsregeln; keine manuelle Referenzkapazität.",,BP-03,ADR-0008 + UPSERT_PRODUCT + D1 Konflikt-/Idempotenztest + Browser Admin/FIDS,umgesetzt
D-030,V1,MUSS,9 Datenanforderungen,"Anonymes Ticket ohne Namen, Telefonnummern oder Zahlungsdaten; Web-Push-Registrierung getrennt.",,BP-04,ADR-0006/0008 + Contract-/Backuptests ohne Telefon-/Zahlungsfelder + Integration Verkauf/Umlauf,umgesetzt
D-040,V1,MUSS,9 Datenanforderungen,"Buchungsgruppe: Gruppen-ID, Größe, zugehörige Tickets, Gruppenbindung, Standby-Regel und gegebenenfalls Aufteilung auf unmittelbar aufeinanderfolgende Fluggruppen.",,BP-05,D1 ticket_groups/tickets/rotation_tickets + Domain Splitplan + Integration vollständige Suchprojektion/Folgeslots/gruppenweite Mutation + sichtbare Gruppenkennzeichnung/Aufteilungsbestätigung/Disposition + responsive Browserabnahme,umgesetzt
D-045,V1,MUSS,9 Datenanforderungen,"Fluggruppe/Slot: stabile Tageskennung, Produkt, Ressourcengruppe, Tickets, Queue-Position, öffentliche Statusinformation, prognostizierte Zeitfenster und gegebenenfalls zugeordn…",,BP-05,Normalisiertes D1-Modell + Unit ticket-data-model + Contract OperationBoard/PublicTicketStatus/PublicBoard + test:vertical-slice + test:public-monitors; historisches Umlauf-Gate in allen Projektionen,umgesetzt
D-050,V1,MUSS,9 Datenanforderungen,"Umlauf mit Fluggruppe, Flugzeug, anonymem Pilotencode, Gate, Tickets und vollständiger Plan-/Prognose-/Ist-Zeitlinie.",,BP-04,Contract OperationBoard + Unit Schema/Rolle/Audit + Integration vertical-slice + Backup-Restore,umgesetzt
D-055,V1,SOLL,9 Datenanforderungen,"Prognose-Snapshot: Erstellzeitpunkt, Bezug, prognostizierte Prozesszeiten, Zeitfenster, Qualitätsstufe, verwendete Datengrundlage und Auslöser der Neuberechnung.",,BP-06,Migration 0018/0029 + Append-only-Test + E2E Realtime-Recompute mit Auslöser/Datengrundlage/Ist-Abweichung,umgesetzt
D-060,V1,MUSS,9 Datenanforderungen,"Anonymer operativer Pilotencode mit Aktivität, Zuordnung und nicht personenbezogener Bemerkung.",,BP-03,ADR-0006 + E2E Aktivität/Zuordnung/Bemerkung ohne Namen oder Lizenzdaten,umgesetzt
D-065,V1,MUSS,9 Datenanforderungen,"Blockierung, Unterbrechung oder Pause mit optionalem Rückkehr-/Prüfzeitpunkt und bestätigter Aufhebung.",,BP-08,Migration 0046 + D1 Planned Operational Constraints/Operational Blocks + versionierte Kommandos + menschlich bestätigter Start/Ende + Audit/Backup/Löschung,umgesetzt
D-070,V1,MUSS,9 Datenanforderungen,"Gate/Flight Line: Bezeichnung, Art, zugeordnete Ressourcengruppen und Anzeigefilter.",,BP-03,Migration 0031 + Contract + Worker/D1-Integration Gate-Zuordnungen/Produkt-/Statusfilter + öffentlicher Filter + typisierter Admin-Editor/Browserabnahme,umgesetzt
D-080,V1,MUSS,9 Datenanforderungen,"Gerät: Bezeichnung, Rolle, Kopplung, letzter Kontakt, aktiv und technische Statusinformationen.",,BP-02,E2E gekoppelte Geräterolle/letzter Kontakt + Admin-Geräteliste + Display-Kontextbindung,umgesetzt
D-090,V1,MUSS,9 Datenanforderungen,"Ereignis: fortlaufende ID, Zeitstempel, Ereignistyp, Quelle, auslösendes Gerät, fachlicher Bezug, Nutzdaten und gegebenenfalls Korrekturbezug.",,BP-10,E2E Ereignisverlauf mit Gerät/Aggregat/Nutzdaten/Korrekturbezug,umgesetzt
D-100,V1,MUSS,9 Datenanforderungen,"Veranstaltung: Name, Datum, Flugplatz, Zeitzone, Parameter, Notfallstatus, Betriebsphasen und Archivkennzeichen.",,BP-03,Unit Invarianten + Integration Stammdaten/Constraints,umgesetzt
D-110,V1,MUSS,9 Datenanforderungen,"Benachrichtigungsregistrierung: Ticketbezug, Kanal, Zielkennung soweit erforderlich, Einwilligung, Status und Löschzeitpunkt.",,BP-07,D1 Push-Abonnement/Zustellqueue + E2E Einwilligung/Frist/Deduplizierung/Widerruf,umgesetzt
Q-UX-010,V1,MUSS,10.1 Bedienbarkeit und Oberfläche,"Alle Bedienoberflächen sind für Fingerbedienung auf Tablets ausgelegt: große Bedienelemente, hoher Kontrast für Sonnenlicht und maximal eine hervorgehobene Primäraktion je Arbei…",,BP-04,"Responsive Browserprüfung 430 × 900 und 1280 × 720, 44-px-Touchziele und Hauptaktionsprüfung dokumentiert; Sonnenlicht-/Originalhardwareprüfung ausstehend",in Arbeit
